REF_ID,SOURCE_NAME,TARGET_COHORT_DEFINITION_ID,TARGET_NAME,TAR_ID,TAR_START_WITH,TAR_START_OFFSET,TAR_END_WITH,TAR_END_OFFSET,SUBGROUP_ID,SUBGROUP_NAME,OUTCOME_ID,OUTCOME_COHORT_DEFINITION_ID,OUTCOME_NAME,CLEAN_WINDOW,AGE_ID,AGE_GROUP_NAME,GENDER_ID,GENDER_NAME,START_YEAR,PERSONS_AT_RISK_PE,PERSONS_AT_RISK,PERSON_DAYS_PE,PERSON_DAYS,PERSON_OUTCOMES_PE,PERSON_OUTCOMES,OUTCOMES_PE,OUTCOMES,INCIDENCE_PROPORTION_P100P,INCIDENCE_RATE_P100PY,database_id
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2012,15805,15805,5760884,5760884,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2013,15681,15681,5716770,5716770,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2014,15546,15546,5667285,5667285,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2015,15478,15478,5643022,5643022,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2016,15327,15327,5587168,5587168,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2017,15181,15181,5533868,5533868,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2018,14737,14737,5373444,5373444,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2019,14428,14428,5259558,5259558,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2020,14077,14077,5130824,5130824,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2021,13752,13752,4900104,4900104,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,8532,FEMALE,2022,12420,12420,2992649,2992649,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2012,12518,12518,4549559,4549559,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2013,12905,12905,4691899,4691899,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2014,13126,13126,4770933,4770933,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2015,13432,13432,4881896,4881896,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2016,13705,13705,4985609,4985609,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2017,13914,13914,5061274,5061274,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2018,14094,14094,5119720,5119720,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2019,14104,14104,5122085,5122085,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2020,14223,14223,5161689,5161689,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2021,14197,14197,4882406,4882406,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8507,MALE,2022,12676,12676,2760311,2760311,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2012,12534,12534,4562204,4562204,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2013,12830,12830,4665609,4665609,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2014,13162,13162,4791582,4791582,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2015,13402,13402,4876261,4876261,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2016,13738,13738,4996841,4996841,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2017,14075,14075,5118659,5118659,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2018,14297,14297,5202028,5202028,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2019,14455,14455,5259025,5259025,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2020,14632,14632,5319784,5319784,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2021,14871,14871,5301639,5301639,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,8532,FEMALE,2022,14347,14347,3197122,3197122,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2012,6996,6996,2537518,2537518,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2013,7430,7430,2696041,2696041,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2014,7934,7934,2877493,2877493,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2015,8366,8366,3037348,3037348,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2016,8828,8828,3202304,3202304,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2017,9332,9332,3385826,3385826,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2018,9708,9708,3524480,3524480,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2019,10142,10142,3677402,3677402,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2020,10471,10471,3789838,3789838,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2021,10825,10825,3463618,3463618,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8507,MALE,2022,8782,8782,1983350,1983350,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2012,7085,7085,2573362,2573362,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2013,7602,7602,2761010,2761010,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2014,8117,8117,2950996,2950996,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2015,8587,8587,3122159,3122159,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2016,9114,9114,3310094,3310094,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2017,9545,9545,3468920,3468920,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2018,9962,9962,3619097,3619097,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2019,10357,10357,3764171,3764171,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2020,10802,10802,3922799,3922799,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2021,11207,11207,3836629,3836629,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,8532,FEMALE,2022,10294,10294,2367900,2367900,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2012,2909,2909,1053784,1053784,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2013,3327,3327,1204386,1204386,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2014,3739,3739,1357075,1357075,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2015,4127,4127,1496354,1496354,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2016,4522,4522,1632216,1632216,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2017,4840,4840,1749329,1749329,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2018,5107,5107,1849263,1849263,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2019,5379,5379,1945325,1945325,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2020,5632,5632,2032721,2032721,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2021,5781,5781,1695469,1695469,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8507,MALE,2022,4110,4110,918467,918467,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2012,2814,2814,1019910,1019910,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2013,3212,3212,1167661,1167661,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2014,3608,3608,1308129,1308129,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2015,4086,4086,1483082,1483082,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2016,4502,4502,1634948,1634948,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2017,4902,4902,1778600,1778600,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2018,5188,5188,1881411,1881411,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2019,5529,5529,2006328,2006328,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2020,5818,5818,2108284,2108284,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2021,6060,6060,1950010,1950010,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,8532,FEMALE,2022,5137,5137,1185420,1185420,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2012,1059,1059,380963,380963,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2013,1040,1040,373752,373752,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2014,1025,1025,370314,370314,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2015,1036,1036,372641,372641,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2016,1030,1030,370292,370292,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2017,1014,1014,366026,366026,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2018,1317,1317,476594,476594,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2019,1608,1608,580557,580557,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2020,1885,1885,679793,679793,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2021,2095,2095,572134,572134,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8507,MALE,2022,1463,1463,324376,324376,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2012,1109,1109,400351,400351,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2013,1107,1107,400941,400941,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2014,1137,1137,409683,409683,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2015,1126,1126,406341,406341,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2016,1112,1112,399984,399984,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2017,1080,1080,391778,391778,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2018,1415,1415,510158,510158,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2019,1717,1717,620571,620571,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2020,1981,1981,709811,709811,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2021,2175,2175,635718,635718,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,8532,FEMALE,2022,1656,1656,374524,374524,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2012,598,598,217453,217453,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2013,690,690,250629,250629,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2014,783,783,284437,284437,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2015,883,883,321844,321844,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2016,925,925,334937,334937,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2017,1085,1085,395094,395094,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2018,1093,1093,398047,398047,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2019,1248,1248,453216,453216,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2020,1301,1301,471321,471321,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2021,1341,1341,344874,344874,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8507,MALE,2022,747,747,169133,169133,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8532,FEMALE,2012,613,613,222843,222843,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8532,FEMALE,2013,725,725,264226,264226,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8532,FEMALE,2014,797,797,289860,289860,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8532,FEMALE,2015,888,888,322946,322946,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8532,FEMALE,2016,954,954,346520,346520,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8532,FEMALE,2017,1133,1133,411684,411684,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,8532,FEMALE,2018,1133,1133,411854,411854,0,0,0,0,0,0,518569167
